Label,WHO Location,Normalized Who Location,What Changed
GB 21,"In the posterior region of the neck, at the midpoint of the line connecting the spinous process of the seventh cervical vertebra (C7) with the lateral end of the acromion.","In the posterior region of the neck, at the midpoint of the line connecting the spinous process of the seventh cervical vertebra (C7) with the lateral end of the acromion.",No changes needed.
GB 22,"In the lateral thoracic region, in the fourth intercostal space, on the midaxillary line.","In the lateral thoracic region, in the fourth intercostal space, on the midaxillary line.",No changes needed.
GB 23,"In the lateral thoracic region, in the fourth intercostal space, 1 B-cun anterior to the midaxillary line.","In the lateral thoracic region, in the fourth intercostal space, 1 B-cun anterior to the midaxillary line.",No changes needed.
GB 24,"In the anterior thoracic region, in the sev- enth intercostal space, 4 B-cun lateral to the anterior median line. Note 1: GB 24 is inferior to the centre of the nipple, one rib inferior to LR 14. Note 2: In females, GB24 can be found at the intersection of the midclavicular line and the seventh intercostal space.","In the anterior thoracic region, in the seventh intercostal space, 4 B-cun lateral to the anterior median line.
- Note 1: GB 24 is inferior to the centre of the nipple, one rib inferior to LR 14.
- Note 2: In females, GB 24 can be found at the intersection of the midclavicular line and the seventh intercostal space.",rejoined split word 'sev- enth' into 'seventh'; normalized acupoint code 'GB24' to 'GB 24'; moved 'Note' to a new line prefixed with '- '.
GB 24 (Male),"In the anterior thoracic region, in the sev- enth intercostal space, 4 B-cun lateral to the anterior median line. Note 1: GB 24 is inferior to the centre of the nipple, one rib inferior to LR 14. Note 2: In females, GB24 can be found at the intersection of the midclavicular line and the seventh intercostal space.","In the anterior thoracic region, in the seventh intercostal space, 4 B-cun lateral to the anterior median line.
- Note 1: GB 24 is inferior to the centre of the nipple, one rib inferior to LR 14.
- Note 2: In females, GB 24 can be found at the intersection of the midclavicular line and the seventh intercostal space.",rejoined split word 'sev- enth' into 'seventh'; normalized acupoint code 'GB24' to 'GB 24'; moved 'Note' to a new line prefixed with '- '.
GB 24 (Female),"In the anterior thoracic region, in the sev- enth intercostal space, 4 B-cun lateral to the anterior median line. Note 1: GB 24 is inferior to the centre of the nipple, one rib inferior to LR 14. Note 2: In females, GB24 can be found at the intersection of the midclavicular line and the seventh intercostal space.","In the anterior thoracic region, in the seventh intercostal space, 4 B-cun lateral to the anterior median line.
- Note 1: GB 24 is inferior to the centre of the nipple, one rib inferior to LR 14.
- Note 2: In females, GB 24 can be found at the intersection of the midclavicular line and the seventh intercostal space.",rejoined split word 'sev- enth' into 'seventh'; normalized acupoint code 'GB24' to 'GB 24'; moved 'Note' to a new line prefixed with '- '.
GB 25,"On the lateral abdomen, inferior to the free extremity of the 12th rib. Note: GB 25 can be located while the subject is lying on the side with the shoulder flexed. The free extremity of the 12th rib can be palpated below the inferior border of the costal arch posterior to the posterior axillary line.","On the lateral abdomen, inferior to the free extremity of the 12th rib.
- Note: GB 25 can be located while the subject is lying on the side with the shoulder flexed. The free extremity of the 12th rib can be palpated below the inferior border of the costal arch posterior to the posterior axillary line.",moved 'Note' to a new line prefixed with '- '.
GB 26,"On the lateral abdomen, inferior to the free extremity of the 11th rib, at the same level as the centre of umbilicus. Note 1: GB26 can be located by first locat- ing the tenth rib, then searching for the free extremity of the 11th rib that is situated immediately below the inferior border of the costal arch. Note 2: GB 26 is inferior to LR 13, at the same level as CV 8.","On the lateral abdomen, inferior to the free extremity of the 11th rib, at the same level as the centre of umbilicus.
- Note 1: GB 26 can be located by first locating the tenth rib, then searching for the free extremity of the 11th rib that is situated immediately below the inferior border of the costal arch.
- Note 2: GB 26 is inferior to LR 13, at the same level as CV 8.",rejoined split word 'locat- ing' into 'locating'; normalized acupoint code 'GB26' to 'GB 26'; moved 'Note' to a new line prefixed with '- '.
GB 27,"On the lower abdomen, 3 B-cun inferior to the centre of umbilicus, medial to the anterior superior iliac spine. Note: GB 27 is 3 B-cun inferior to GB 26, at the same level as CV 4.","On the lower abdomen, 3 B-cun inferior to the centre of umbilicus, medial to the anterior superior iliac spine.
- Note: GB 27 is 3 B-cun inferior to GB 26, at the same level as CV 4.",moved 'Note' to a new line prefixed with '- '.
GB 28,"On the lower abdomen, 0.5 B-cun medioin- ferior to the anterior superior iliac spine. Note: GB28 is 0.5 B-cun medioinferior to gB27.","On the lower abdomen, 0.5 B-cun medioinferior to the anterior superior iliac spine.
- Note: GB 28 is 0.5 B-cun medioinferior to GB 27.",rejoined split word 'in- ferior' into 'inferior'; normalized acupoint code 'GB28' to 'GB 28'; normalized acupoint code 'gB27' to 'GB 27'; moved 'Note' to a new line prefixed with '- '.
GB 29,"In the buttock region, midpoint of the line connecting the anterior superior iliac spine and the prominence of the greater trochanter.","In the buttock region, midpoint of the line connecting the anterior superior iliac spine and the prominence of the greater trochanter.",No changes needed.
GB 30,"In the buttock region, at the junction of the lateral one third and medial two thirds of the line connecting the prominence of the greater trochanter with the sacral hiatus. Note: GB30 is easier to locate when the subject is lying on the side with the thigh flexed. Remarks: Alternative location for GB30 - in the buttock region, at the junction of the lateral one third and medial two thirds of the distance between the prominence of the greater trochanter and the anterior superior iliac spine.","In the buttock region, at the junction of the lateral one third and medial two thirds of the line connecting the prominence of the greater trochanter with the sacral hiatus.
- Note: GB 30 is easier to locate when the subject is lying on the side with the thigh flexed. Remarks: Alternative location for GB 30 - in the buttock region, at the junction of the lateral one third and medial two thirds of the distance between the prominence of the greater trochanter and the anterior superior iliac spine.",normalized acupoint code 'GB30' to 'GB 30'; moved 'Note' to a new line prefixed with '- '.
GB 31,"On the lateral aspect of the thigh, in the depression posterior to the iliotibial band where the tip of the middle finger rests, when standing up with the arms hanging alongside the thigh. Note: GB31 is located by first finding the iliotibial band when the knee is slightly flexed and the hip is abducted against resis- tance.","On the lateral aspect of the thigh, in the depression posterior to the iliotibial band where the tip of the middle finger rests, when standing up with the arms hanging alongside the thigh.
- Note: GB 31 is located by first finding the iliotibial band when the knee is slightly flexed and the hip is abducted against resistance.",rejoined split word 'resis- tance.' into 'resistance.'; normalized acupoint code 'GB31' to 'GB 31'; moved 'Note' to a new line prefixed with '- '.
GB 32,"On the lateral aspect of the thigh, posterior to the iliotibial band, 7 B-cun superior to the popliteal crease.","On the lateral aspect of the thigh, posterior to the iliotibial band, 7 B-cun superior to the popliteal crease.",No changes needed.
GB 33,"On the lateral aspect of the knee, in the depression between the biceps femoris tendon and the iliotibial band, posterior and proximal to the lateral epicondyle of the femur.","On the lateral aspect of the knee, in the depression between the biceps femoris tendon and the iliotibial band, posterior and proximal to the lateral epicondyle of the femur.",No changes needed.
GB 34,"On the fibular aspect of the leg, in the depression anterior and distal to the head of the fibula.","On the fibular aspect of the leg, in the depression anterior and distal to the head of the fibula.",No changes needed.
GB 35,"On the fibular aspect of the leg, posterior to the fibula, 7 B-cun proximal to the prominence of the lateral malleolus. Note: GB35 is located 1 B-cun distal to the midpoint of the line connecting the prominence of the lateral malleolus and the lateral end of the popliteal crease, posterior to gB36.","On the fibular aspect of the leg, posterior to the fibula, 7 B-cun proximal to the prominence of the lateral malleolus.
- Note: GB 35 is located 1 B-cun distal to the midpoint of the line connecting the prominence of the lateral malleolus and the lateral end of the popliteal crease, posterior to GB 36.",normalized acupoint code 'GB35' to 'GB 35'; normalized acupoint code 'gB36' to 'GB 36'; moved 'Note' to a new line prefixed with '- '.
GB 36,"On the fibular aspect of the leg, anterior to the fibula, 7 B-cun proximal to the prominence of the lateral malleolus. Note: GB36 is located 1 B-cun distal to the midpoint of the line connecting the prominence of the lateral malleolus and the lateral end of the popliteal crease, anterior to GB35.","On the fibular aspect of the leg, anterior to the fibula, 7 B-cun proximal to the prominence of the lateral malleolus.
- Note: GB 36 is located 1 B-cun distal to the midpoint of the line connecting the prominence of the lateral malleolus and the lateral end of the popliteal crease, anterior to GB 35.",normalized acupoint code 'GB36' to 'GB 36'; normalized acupoint code 'GB35' to 'GB 35'; moved 'Note' to a new line prefixed with '- '.
GB 37,"On the fibular aspect of the leg, anterior to the fibula, 5 B-cun proximal to the prominence of the lateral malleolus.","On the fibular aspect of the leg, anterior to the fibula, 5 B-cun proximal to the prominence of the lateral malleolus.",No changes needed.
GB 38,"On the fibular aspect of the leg, anterior to the fibula, 4 B-cun proximal to the prominence of the lateral malleolus.","On the fibular aspect of the leg, anterior to the fibula, 4 B-cun proximal to the prominence of the lateral malleolus.",No changes needed.
GB 39,"On the fibular aspect of the leg, anterior to the fibula, 3 B-cun proximal to the prominence of the lateral malleolus.","On the fibular aspect of the leg, anterior to the fibula, 3 B-cun proximal to the prominence of the lateral malleolus.",No changes needed.
GB 40,"On the anterolateral aspect of the ankle, in the depression lateral to the extensor digitorum longus tendon, anterior and distal to the lateral malleolus. Note: GB40 is easier to locate by finding the extensor digitorum longus tendon when the second to fifth toes are extended against resistance.","On the anterolateral aspect of the ankle, in the depression lateral to the extensor digitorum longus tendon, anterior and distal to the lateral malleolus.
- Note: GB 40 is easier to locate by finding the extensor digitorum longus tendon when the second to fifth toes are extended against resistance.",normalized acupoint code 'GB40' to 'GB 40'; moved 'Note' to a new line prefixed with '- '.
GB 41,"On the dorsum of the foot, distal to the junction of the bases of the fourth and fifth metatarsal bones, in the depression lateral to the fifth extensor digitorum longus tendon.","On the dorsum of the foot, distal to the junction of the bases of the fourth and fifth metatarsal bones, in the depression lateral to the fifth extensor digitorum longus tendon.",No changes needed.
GB 42,"On the dorsum of the foot, between the fourth and fifth metatarsal bones, in the depression proximal to the fourth metatarsophalangeal joint.","On the dorsum of the foot, between the fourth and fifth metatarsal bones, in the depression proximal to the fourth metatarsophalangeal joint.",No changes needed.
GB 43,"On the dorsum of the foot, between the fourth and fifth toes, proximal to the web margin, at the border between the red and white flesh.","On the dorsum of the foot, between the fourth and fifth toes, proximal to the web margin, at the border between the red and white flesh.",No changes needed.
GB 44,"On the fourth toe, lateral to the distal phalanx, 0.1 f-cun proximal to the lateral corner of the toenail, at the intersection of the vertical line of the lateral side of the nail and the horizontal line of the base of the fourth toenail.","On the fourth toe, lateral to the distal phalanx, 0.1 f-cun proximal to the lateral corner of the toenail, at the intersection of the vertical line of the lateral side of the nail and the horizontal line of the base of the fourth toenail.",No changes needed.
,,,
LR 1,"On the great toe, lateral to the distal phalanx, 0.1 f-cun proximal to the lateral corner of the toenail, at the intersection of the vertical line of the lateral side of the nail and the horizontal line of the base of the toenail.","On the great toe, lateral to the distal phalanx, 0.1 f-cun proximal to the lateral corner of the toenail, at the intersection of the vertical line of the lateral side of the nail and the horizontal line of the base of the toenail.",No changes needed.
LR 2,"On the dorsum of the foot, between the first and second toes, proximal to the web margin, at the border between the red and white flesh.","On the dorsum of the foot, between the first and second toes, proximal to the web margin, at the border between the red and white flesh.",No changes needed.
LR 3,"On the dorsum of the foot, between the first and second metatarsal bones, in the depression distal to the junction of the bases of the two bones, over the dorsalis pedis artery. Note: LR3 can be felt in the depression when moving proximally from Lr2 in the gap between the first and second metatarsal bones towards the base of two metatarsal bones.","On the dorsum of the foot, between the first and second metatarsal bones, in the depression distal to the junction of the bases of the two bones, over the dorsalis pedis artery.
- Note: LR 3 can be felt in the depression when moving proximally from LR 2 in the gap between the first and second metatarsal bones towards the base of two metatarsal bones.",normalized acupoint code 'LR3' to 'LR 3'; normalized acupoint code 'Lr2' to 'LR 2'; moved 'Note' to a new line prefixed with '- '.
LR 4,"On the anteromedial aspect of the ankle, in the depression medial to the tibialis anterior tendon, anterior to the medial malleolus. Note: LR4 is located midway between SP5 and St41.","On the anteromedial aspect of the ankle, in the depression medial to the tibialis anterior tendon, anterior to the medial malleolus.
- Note: LR 4 is located midway between SP 5 and ST 41.",normalized acupoint code 'LR4' to 'LR 4'; normalized acupoint code 'SP5' to 'SP 5'; normalized acupoint code 'St41' to 'ST 41'; moved 'Note' to a new line prefixed with '- '.
LR 5,"On the anteromedial aspect of the leg, at the centre of the medial border (surface) of the tibia, 5 B-cun proximal to the prominence of the medial malleolus. Note: LR5 is located at the same level as the upper two thirds and lower one third of the line connecting the apex of the patella with the prominence of the medial malleolus, at the centre of the medial border (surface) of the tibia, at the same level as KI9.","On the anteromedial aspect of the leg, at the centre of the medial border (surface) of the tibia, 5 B-cun proximal to the prominence of the medial malleolus.
- Note: LR 5 is located at the same level as the upper two thirds and lower one third of the line connecting the apex of the patella with the prominence of the medial malleolus, at the centre of the medial border (surface) of the tibia, at the same level as KI 9.",normalized acupoint code 'LR5' to 'LR 5'; normalized acupoint code 'KI9' to 'KI 9'; moved 'Note' to a new line prefixed with '- '.
LR 6,"On the anteromedial aspect of the leg, at the centre of the medial border (surface) of the tibia, 7 B-cun proximal to the prominence of the medial malleolus. Note: LR6 is located at 0.5 B-cun inferior to the midpoint of the line connecting the apex of the patella with the prominence of the medial malleolus, at the centre of the medial border (surface) of the tibia.","On the anteromedial aspect of the leg, at the centre of the medial border (surface) of the tibia, 7 B-cun proximal to the prominence of the medial malleolus.
- Note: LR 6 is located at 0.5 B-cun inferior to the midpoint of the line connecting the apex of the patella with the prominence of the medial malleolus, at the centre of the medial border (surface) of the tibia.",normalized acupoint code 'LR6' to 'LR 6'; moved 'Note' to a new line prefixed with '- '.
LR 7,"On the tibial aspect of the leg, inferior to the medial condyle of the tibia, 1 B-cun posterior to SP9.","On the tibial aspect of the leg, inferior to the medial condyle of the tibia, 1 B-cun posterior to SP 9.",normalized acupoint code 'SP9' to 'SP 9'.
LR 8,"On the medial aspect of the knee, in the depression medial to the tendons of the semitendinosus and the semimembranosus muscles, at the medial end of the popliteal crease. Note: With the knee flexed, LR8 is located in the depression medial to the most prominent tendon on the medial end of the popliteal crease.","On the medial aspect of the knee, in the depression medial to the tendons of the semitendinosus and the semimembranosus muscles, at the medial end of the popliteal crease.
- Note: With the knee flexed, LR 8 is located in the depression medial to the most prominent tendon on the medial end of the popliteal crease.",normalized acupoint code 'LR8' to 'LR 8'; moved 'Note' to a new line prefixed with '- '.
LR 9,"On the medial aspect of the thigh, between the gracilis and the sartorius muscles, 4 B- cun proximal to the base of the patella. Note: With the hip slightly flexed and ab- ducted and with the muscle under tension, the sartorius muscle becomes more distinct. Lr 9 is located posterior to the sartorius muscle.","On the medial aspect of the thigh, between the gracilis and the sartorius muscles, 4 B-cun proximal to the base of the patella.
- Note: With the hip slightly flexed and abducted and with the muscle under tension, the sartorius muscle becomes more distinct. LR 9 is located posterior to the sartorius muscle.",closed the erroneous space in 'B- cun' to 'B-cun'; rejoined split word 'ab- ducted' into 'abducted'; normalized acupoint code 'Lr 9' to 'LR 9'; moved 'Note' to a new line prefixed with '- '.
LR 10,"On the medial aspect of the thigh, 3 B-cun distal to St30, over the artery.","On the medial aspect of the thigh, 3 B-cun distal to ST 30, over the artery.",normalized acupoint code 'St30' to 'ST 30'.
LR 11,"On the medial aspect of the thigh, 2 B-cun distal to St30. Note: LR11 is located lateral to the ad- ductor longus muscle. When the thigh is adducted against resistance with the hip slightly flexed and abducted, the knee flexed, the adductor longus muscle becomes more distinct.","On the medial aspect of the thigh, 2 B-cun distal to ST 30.
- Note: LR 11 is located lateral to the adductor longus muscle. When the thigh is adducted against resistance with the hip slightly flexed and abducted, the knee flexed, the adductor longus muscle becomes more distinct.",rejoined split word 'ad- ductor' into 'adductor'; normalized acupoint code 'St30' to 'ST 30'; normalized acupoint code 'LR11' to 'LR 11'; moved 'Note' to a new line prefixed with '- '.
LR 12,"In the groin region, at the same level as the superior border of the pubic symphysis, and 2.5 B-cun lateral to the anterior median line.","In the groin region, at the same level as the superior border of the pubic symphysis, and 2.5 B-cun lateral to the anterior median line.",No changes needed.
LR 13,"On the lateral abdomen, inferior to the free extremity of the 11th rib. Note: LR13 can be located while the subject is lying on the side with the shoulder flexed. The free extremity of the 11th rib can be palpated below the inferior border of the costal arch.","On the lateral abdomen, inferior to the free extremity of the 11th rib.
- Note: LR 13 can be located while the subject is lying on the side with the shoulder flexed. The free extremity of the 11th rib can be palpated below the inferior border of the costal arch.",normalized acupoint code 'LR13' to 'LR 13'; moved 'Note' to a new line prefixed with '- '.
LR 14,"In the anterior thoracic region, in the sixth intercostal space, 4 B-cun lateral to the anterior median line. Note: LR 14 is inferior to the centre of the nipple, 2 B-cun lateral to St19. In females, LR 14 is located at the intersection of the midclavicular line and the sixth intercostal space.","In the anterior thoracic region, in the sixth intercostal space, 4 B-cun lateral to the anterior median line.
- Note: LR 14 is inferior to the centre of the nipple, 2 B-cun lateral to ST 19. In females, LR 14 is located at the intersection of the midclavicular line and the sixth intercostal space.",normalized acupoint code 'St19' to 'ST 19'; moved 'Note' to a new line prefixed with '- '.
LR 14 (Male),"In the anterior thoracic region, in the sixth intercostal space, 4 B-cun lateral to the anterior median line. Note: LR 14 is inferior to the centre of the nipple, 2 B-cun lateral to ST 19. In females, LR 14 is located at the intersection of the midclavicular line and the sixth intercostal space.","In the anterior thoracic region, in the sixth intercostal space, 4 B-cun lateral to the anterior median line.
- Note: LR 14 is inferior to the centre of the nipple, 2 B-cun lateral to ST 19. In females, LR 14 is located at the intersection of the midclavicular line and the sixth intercostal space.",moved 'Note' to a new line prefixed with '- '.
LR 14 (Female),"In the anterior thoracic region, in the sixth intercostal space, 4 B-cun lateral to the anterior median line. Note: LR 14 is inferior to the centre of the nipple, 2 B-cun lateral to ST 19. In females, LR 14 is located at the intersection of the midclavicular line and the sixth intercostal space.","In the anterior thoracic region, in the sixth intercostal space, 4 B-cun lateral to the anterior median line.
- Note: LR 14 is inferior to the centre of the nipple, 2 B-cun lateral to ST 19. In females, LR 14 is located at the intersection of the midclavicular line and the sixth intercostal space.",moved 'Note' to a new line prefixed with '- '.
,,,
GV 1,"In the perineal region, inferior to the coccyx, midway between the tip of the coccyx and the anus. Note: The subject may be in prone position or knee-chest position.","In the perineal region, inferior to the coccyx, midway between the tip of the coccyx and the anus.
- Note: The subject may be in prone position or knee-chest position.",moved 'Note' to a new line prefixed with '- '.
GV 2,"In the sacral region, at the sacral hiatus, on the posterior median line. Note: The sacral hiatus is a small depression immediately above the anal cleft.","In the sacral region, at the sacral hiatus, on the posterior median line.
- Note: The sacral hiatus is a small depression immediately above the anal cleft.",moved 'Note' to a new line prefixed with '- '.
GV 3,"In the lumbar region, in the depression inferior to the spinous process of the fourth lumbar vertebra (L4), on the posterior median line. Note: GV 3 can be located by first palpating the highest points of the iliac crests and the spinous process of the fourth lumbar vertebra (L4) can then be found at the midpoint of the highest points of both iliac crests.","In the lumbar region, in the depression inferior to the spinous process of the fourth lumbar vertebra (L4), on the posterior median line.
- Note: GV 3 can be located by first palpating the highest points of the iliac crests and the spinous process of the fourth lumbar vertebra (L4) can then be found at the midpoint of the highest points of both iliac crests.",moved 'Note' to a new line prefixed with '- '.
GV 4,"In the lumbar region, in the depression inferior to the spinous process of the second lumbar vertebra (L2), on the posterior median line.","In the lumbar region, in the depression inferior to the spinous process of the second lumbar vertebra (L2), on the posterior median line.",No changes needed.
GV 5,"In the lumbar region, in the depression inferior to the spinous process of the first lumbar vertebra (L1), on the posterior median line.","In the lumbar region, in the depression inferior to the spinous process of the first lumbar vertebra (L1), on the posterior median line.",No changes needed.
GV 6,"In the upper back region, in the depression inferior to the spinous process of the 11th thoracic vertebra (T11), on the posterior median line.","In the upper back region, in the depression inferior to the spinous process of the 11th thoracic vertebra (T11), on the posterior median line.",No changes needed.
GV 7,"In the upper back region, in the depression inferior to the spinous process of the tenth thoracic vertebra (T10), on the posterior median line.","In the upper back region, in the depression inferior to the spinous process of the tenth thoracic vertebra (T10), on the posterior median line.",No changes needed.
GV 8,"In the upper back region, in the depression inferior to the spinous process of the ninth thoracic vertebra (T9), on the posterior median line.","In the upper back region, in the depression inferior to the spinous process of the ninth thoracic vertebra (T9), on the posterior median line.",No changes needed.
GV 9,"In the upper back region, in the depression inferior to the spinous process of the seventh thoracic vertebra (T7), on the posterior median line. Note: The depression inferior to the spinous process of the seventh thoracic vertebra (T7) which is at the intersection of two imaginary lines: the posterior midline and the horizontal line of the inferior border of the inferior angle of the scapula.","In the upper back region, in the depression inferior to the spinous process of the seventh thoracic vertebra (T7), on the posterior median line.
- Note: The depression inferior to the spinous process of the seventh thoracic vertebra (T7) which is at the intersection of two imaginary lines: the posterior midline and the horizontal line of the inferior border of the inferior angle of the scapula.",moved 'Note' to a new line prefixed with '- '.
GV 10,"In the upper back region, in the depression inferior to the spinous process of the sixth thoracic vertebra (T6), on the posterior median line.","In the upper back region, in the depression inferior to the spinous process of the sixth thoracic vertebra (T6), on the posterior median line.",No changes needed.
GV 11,"In the upper back region, in the depression inferior to the spinous process of the fifth thoracic vertebra (T5), on the posterior median line.","In the upper back region, in the depression inferior to the spinous process of the fifth thoracic vertebra (T5), on the posterior median line.",No changes needed.
GV 12,"In the upper back region, in the depression inferior to the spinous process of the third thoracic vertebra (T3), on the posterior median line. Note: The depression inferior to the spinous process of the third thoracic vertebra (T3) which is at the intersection of two imaginary lines: the posterior median line and the horizontal line of the medial end of the spine of the scapula.","In the upper back region, in the depression inferior to the spinous process of the third thoracic vertebra (T3), on the posterior median line.
- Note: The depression inferior to the spinous process of the third thoracic vertebra (T3) which is at the intersection of two imaginary lines: the posterior median line and the horizontal line of the medial end of the spine of the scapula.",moved 'Note' to a new line prefixed with '- '.
GV 13,"In the upper back region, in the depression inferior to the spinous process of the first thoracic vertebra (T1), on the posterior median line.","In the upper back region, in the depression inferior to the spinous process of the first thoracic vertebra (T1), on the posterior median line.",No changes needed.
GV 14,"In the posterior region of the neck, in the depression inferior to the spinous process of the seventh cervical vertebra (C7), on the posterior median line. Note 1: When the head is in a neutral position while the subject is seated, the most prominent site on the posterior aspect of the neck is the spinous process of the seventh cervical vertebra (C7). Forward flexion of the neck may facilitate palpation of the C7 spinous process. Note 2: Slight rotation of C7 can be pal- pated by rotating the head with the neck slightly flexed.","In the posterior region of the neck, in the depression inferior to the spinous process of the seventh cervical vertebra (C7), on the posterior median line.
- Note 1: When the head is in a neutral position while the subject is seated, the most prominent site on the posterior aspect of the neck is the spinous process of the seventh cervical vertebra (C7). Forward flexion of the neck may facilitate palpation of the C7 spinous process.
- Note 2: Slight rotation of C7 can be palpated by rotating the head with the neck slightly flexed.",rejoined split word 'pal- pated' into 'palpated'; moved 'Note' to a new line prefixed with '- '.
GV 15,"In the posterior region of the neck, in the depression superior to the spinous process of the second cervical vertebra (C2), on the posterior median line. Note: After locating GV16, GV15 is located 0.5 B-cun inferior to GV16.","In the posterior region of the neck, in the depression superior to the spinous process of the second cervical vertebra (C2), on the posterior median line.
- Note: After locating GV 16, GV 15 is located 0.5 B-cun inferior to GV 16.",normalized acupoint code 'GV16' to 'GV 16'; normalized acupoint code 'GV15' to 'GV 15'; moved 'Note' to a new line prefixed with '- '.
GV 16,"In the posterior region of the neck, directly inferior to the external occipital protuberance, in the depression between the trapezius muscles. Note: With the head slightly extended in the seated position, loosen the trapezius muscle, then move superiorly from the midpoint of the posterior hairline to the occipital bone, gV16 will be found.","In the posterior region of the neck, directly inferior to the external occipital protuberance, in the depression between the trapezius muscles.
- Note: With the head slightly extended in the seated position, loosen the trapezius muscle, then move superiorly from the midpoint of the posterior hairline to the occipital bone, GV 16 will be found.",normalized acupoint code 'gV16' to 'GV 16'; moved 'Note' to a new line prefixed with '- '.
GV 17,"On the head, in the depression superior to the external occipital protuberance. Note: GV17 is located in the depression at the intersection of two imaginary lines: the vertical line of the posterior median line and the horizontal line of the superior border of the external occipital protuberance, at the same level as BL9.","On the head, in the depression superior to the external occipital protuberance.
- Note: GV 17 is located in the depression at the intersection of two imaginary lines: the vertical line of the posterior median line and the horizontal line of the superior border of the external occipital protuberance, at the same level as BL 9.",normalized acupoint code 'GV17' to 'GV 17'; normalized acupoint code 'BL9' to 'BL 9'; moved 'Note' to a new line prefixed with '- '.
GV 18,"On the head, 4 B-cun superior to the posterior hairline, on the posterior median line. Note: GV18 is located in the depression 1.5 B-cun superior to gV17.","On the head, 4 B-cun superior to the posterior hairline, on the posterior median line.
- Note: GV 18 is located in the depression 1.5 B-cun superior to GV 17.",normalized acupoint code 'GV18' to 'GV 18'; normalized acupoint code 'gV17' to 'GV 17'; moved 'Note' to a new line prefixed with '- '.
GV 19,"On the head, 5.5 B-cun superior to the posterior hairline, on the posterior median line. Note: GV19 is located 1.5 B-cun posterior to GV 20.","On the head, 5.5 B-cun superior to the posterior hairline, on the posterior median line.
- Note: GV 19 is located 1.5 B-cun posterior to GV 20.",normalized acupoint code 'GV19' to 'GV 19'; moved 'Note' to a new line prefixed with '- '.
GV 20,"On the head, 5 B-cun superior to the ante- rior hairline, on the anterior median line. Note 1: GV20 is located in the depression 1 B-cun anterior to the midpoint of the line from the anterior hairline to the posterior hairline. Note 2: When the ears are folded, GV 20 is located at the midpoint of the connecting line between the auricular apices.","On the head, 5 B-cun superior to the anterior hairline, on the anterior median line.
- Note 1: GV 20 is located in the depression 1 B-cun anterior to the midpoint of the line from the anterior hairline to the posterior hairline.
- Note 2: When the ears are folded, GV 20 is located at the midpoint of the connecting line between the auricular apices.",rejoined split word 'ante- rior' into 'anterior'; normalized acupoint code 'GV20' to 'GV 20'; moved 'Note' to a new line prefixed with '- '.
GV 21,"On the head, 3.5 B-cun superior to the anterior hairline, on the anterior median line. Note: GV21 is located at the midpoint of the line connecting GV 20 and GV 22.","On the head, 3.5 B-cun superior to the anterior hairline, on the anterior median line.
- Note: GV 21 is located at the midpoint of the line connecting GV 20 and GV 22.",normalized acupoint code 'GV21' to 'GV 21'; moved 'Note' to a new line prefixed with '- '.
GV 22,"On the head, 2 B-cun superior to the anterior hairline, on the anterior median line.","On the head, 2 B-cun superior to the anterior hairline, on the anterior median line.",No changes needed.
GV 23,"On the head, 1 B-cun superior to the anterior hairline, on the anterior median line.","On the head, 1 B-cun superior to the anterior hairline, on the anterior median line.",No changes needed.
GV 24,"On the head, 0.5 B-cun superior to the anterior hairline, on the anterior median line. Note: When the anterior hairline is unclear or changed, GV 24 is located 3.5 B-cun superior to the midpoint between the medial ends of the eyebrows.","On the head, 0.5 B-cun superior to the anterior hairline, on the anterior median line.
- Note: When the anterior hairline is unclear or changed, GV 24 is located 3.5 B-cun superior to the midpoint between the medial ends of the eyebrows.",moved 'Note' to a new line prefixed with '- '.
GV 25,"On the face, at the tip of the nose.","On the face, at the tip of the nose.",No changes needed.
GV 26,"On the face, at the midpoint of the philtrum midline. Remarks: Alternative location for GV26 at the junction of the upper one third and lower two thirds of the philtrum midline.","On the face, at the midpoint of the philtrum midline. Remarks: Alternative location for GV 26 at the junction of the upper one third and lower two thirds of the philtrum midline.",normalized acupoint code 'GV26' to 'GV 26'.
GV 27,"On the face, at the midpoint of the tubercle of the upper lip.","On the face, at the midpoint of the tubercle of the upper lip.",No changes needed.
GV 28,"On the face, at the junction of the frenulum of the upper lip with the upper gum. Note: With the head extended in the seated posture and the upper lip lifted, gV28 is located at the junction of the frenulum of the upper lip with the upper gum.","On the face, at the junction of the frenulum of the upper lip with the upper gum.
- Note: With the head extended in the seated posture and the upper lip lifted, GV 28 is located at the junction of the frenulum of the upper lip with the upper gum.",normalized acupoint code 'gV28' to 'GV 28'; moved 'Note' to a new line prefixed with '- '.
,,,
CV 1,"In the perineal region, at the midpoint of the line connecting the anus with the posterior border of the scrotum in males and the posterior commissure of labium majoris in females. Note: CV 1 is located midway between the anus and the genital organ, with the subject lying on the side or in knee-chest position.","In the perineal region, at the midpoint of the line connecting the anus with the posterior border of the scrotum in males and the posterior commissure of labium majoris in females.
- Note: CV 1 is located midway between the anus and the genital organ, with the subject lying on the side or in knee-chest position.",moved 'Note' to a new line prefixed with '- '.
