"Artcle-URI","Article-Title","Acupoints-Extracted","Acupoints-Normalized","Acupoints-Mapped","Acupoints-Unmappable","Acupoints_TARA_IDs","Comment for internal use (CORE)","Comment from TEAM-Core","Comment","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/s0022-5347(17)37121-5","Acupuncture in the treatment of renal colic","EX UE 7, UB 21, UB 22, UB 23, UB 24, UB 25, UB 45, UB 46, UB 47, EX B7","EX UE 7, UB 21, UB 22, UB 23, UB 24, UB 25, UB 45, UB 46, UB 47, EX B7","Yaotongxue, BL 21, BL 22, BL 23, BL 24, BL 25, BL 45, BL 46, BL 47, Yaoyan","","TARA:7584875, TARA:4839095, TARA:3963382, TARA:0992296, TARA:7357260, TARA:0906448, TARA:8937265, TARA:0607588, TARA:1766712, TARA:2630570","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1186/1472-6882-7-35","Acupuncture in the treatment of rheumatoid arthritis: a double-blind controlled pilot study","LI 11, TE 5, LI 4, ST 36, GB 34, GB 39","LI 11, TE 5, LI 4, ST 36, GB 34, GB 39","LI 11, TE 5, LI 4, ST 36, GB 34, GB 39","","TARA:8923096, TARA:8393005, TARA:0859695, TARA:6463344, TARA:8758950, TARA:3770332","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/S0965-2299(96)80009-4","Acupuncture in the treatment of stroke patients in the subacute stage: a randomized, controlled study","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1007/s00405-014-3341-7","Acupuncture in the treatment of tinnitus: a systematic review and meta-analysis","SI 19, GB 2, SJ 17, GB 20, SJ 21, SJ 3, LI 4","SI 19, GB 2, SJ 17, GB 20, SJ 21, SJ 3, LI 4","SI 19, GB 2, TE 17, GB 20, TE 21, TE 3, LI 4","","TARA:1772472, TARA:2849795, TARA:6615149, TARA:2324295, TARA:3361879, TARA:5356503, TARA:0859695","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.3109/00016359109005900","Acupuncture in treatment of facial muscular pain","Li 4","Li 4","LI 4","","TARA:0859695","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/s0954-6111(98)90409-7","Acupuncture in treatment of stable asthma","CV 17","CV 17","CV 17","","TARA:3472408","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1111/j.1365-2842.2005.01445.x","Acupuncture in xerostomia -a systematic review","ST 3, ST 4, ST 5, ST 6, ST 7, SI 17, PC 6, HT 7, LI 4, LI 8, LI 10, SI 3, SI 7, GV 20, CV 9, CV 17, ST 36, KI 3, KI 5, SP 4, SP 6, SP 8, LI 18, TE 17, TE 5, GB 41, LR 3, BL 2, CV 23, CV 24, GV 26, Biantao, Quianzhen, Shemen, vegetativum, kidney, spleen, mouth, subcortex, pancreas, endocrine, hormone","ST 3, ST 4, ST 5, ST 6, ST 7, SI 17, PC 6, HT 7, LI 4, LI 8, LI 10, SI 3, SI 7, GV 20, CV 9, CV 17, ST 36, KI 3, KI 5, SP 4, SP 6, SP 8, LI 18, TE 17, TE 5, GB 41, LR 3, BL 2, CV 23, CV 24, GV 26, Biantao, Quianzhen, Shemen, vegetativum, kidney, spleen, mouth, subcortex, pancreas, endocrine, hormone","ST 3, ST 4, ST 5, ST 6, ST 7, SI 17, PC 6, HT 7, LI 4, LI 8, LI 10, SI 3, SI 7, GV 20, CV 9, CV 17, ST 36, KI 3, KI 5, SP 4, SP 6, SP 8, LI 18, TE 17, TE 5, GB 41, LR 3, BL 2, CV 23, CV 24, GV 26","Biantao, Quianzhen, Shemen, vegetativum, kidney, spleen, mouth, subcortex, pancreas, endocrine, hormone","TARA:5884251, TARA:1429314, TARA:0095074, TARA:7834226, TARA:2990862, TARA:3389422, TARA:4311153, TARA:2442762, TARA:0859695, TARA:8455793, TARA:0742938, TARA:0220496, TARA:1051162, TARA:3386254, TARA:4534524, TARA:3472408, TARA:6463344, TARA:4362146, TARA:5122409, TARA:7407065, TARA:4385250, TARA:6848518, TARA:9159226, TARA:6615149, TARA:8393005, TARA:3668538, TARA:6499349, TARA:8104948, TARA:5804897, TARA:8876563, TARA:0829128","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1054/jcaf.2002.129656","Acupuncture Inhibits Sympathetic Activation During Mental Stress in Advanced Heart Failure Patients","Li 4, Liv 3, P 6","Li 4, Liv 3, P 6","LI 4, LR 3, PC 6","","TARA:0859695, TARA:6499349, TARA:4311153","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/gut.35.8.1026","Acupuncture inhibits vagal gastric acid secretion stimulated by sham feeding in healthy subjects","BL 21, ST 36, KJ 12, medial to the insertion of the deltoid muscle, caudal to the iliac crest in the gluteus maximus muscle","BL 21, ST 36, KJ 12, medial to the insertion of the deltoid muscle, caudal to the iliac crest in the gluteus maximus muscle","BL 21, ST 36","KJ 12, medial to the insertion of the deltoid muscle, caudal to the iliac crest in the gluteus maximus muscle","TARA:4839095, TARA:6463344","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1142/S0192415X12500516","Acupuncture Intervention in Ischemic Stroke: A Randomized Controlled Prospective Study","PC 6, DU 26, SP 6, HT 1, BL 40, LU 5, GB 20, TE 17, GB 12, LI 4, CV 23, EX-HN 12, EX-HN 13, GB 40, KI 6","PC 6, DU 26, SP 6, HT 1, BL 40, LU 5, GB 20, TE 17, GB 12, LI 4, CV 23, EX-HN 12, EX-HN 13, GB 40, KI 6","PC 6, GV 26, SP 6, HT 1, BL 40, LU 5, GB 20, TE 17, GB 12, LI 4, CV 23, Jinjing, Yuye, GB 40, KI 6","","TARA:4311153, TARA:0829128, TARA:4385250, TARA:0420802, TARA:5290080, TARA:1357729, TARA:2324295, TARA:6615149, TARA:1031890, TARA:0859695, TARA:5804897, TARA:3641900, TARA:7471145, TARA:9254368, TARA:2108622","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.neulet.2010.08.016","Acupuncture is effective to attenuate stress and stimulate lymphocyte proliferation in the elderly","LI 4, SP 6, ST 36","LI 4, SP 6, ST 36","LI 4, SP 6, ST 36","","TARA:0859695, TARA:4385250, TARA:6463344","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1111/j.1460-9592.2009.03129.x","Acupuncture management of pain and emergence agitation in children after bilateral myringotomy and tympanostomy tube insertion","LI 4, HT 7","LI 4, HT 7","LI 4, HT 7","","TARA:0859695, TARA:2442762","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.jebdp.2011.12.001","Acupuncture may be no more effective than sham acupuncture in treating temporomandibular joint disorders","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"uri not found","Acupuncture Medication Versus Medication Alone in Lowering Intracranial Pressure in Apoplectic Patients","DU 26, DU 16, GB 20, PC 9, LR 3, LI 11","DU 26, DU 16, GB 20, PC 9, LR 3, LI 11","GV 26, GV 16, GB 20, PC 9, LR 3, LI 11","","TARA:0829128, TARA:3361967, TARA:2324295, TARA:5138859, TARA:6499349, TARA:8923096","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1038/srep06482","Acupuncture modulates cortical thickness and functional connectivity in knee osteoarthritis patients","ST 35, Xi Yan, GB 34, SP 9, GB 39, SP 6, GB 4, K 9, K 10","ST 35, Xi Yan, GB 34, SP 9, GB 39, SP 6, GB 4, K 9, K 10","ST 35, Xiyan, GB 34, SP 9, GB 39, SP 6, GB 4, KI 9, KI 10","","TARA:2454652, TARA:0926802, TARA:8758950, TARA:3553465, TARA:3770332, TARA:4385250, TARA:4352504, TARA:2687954, TARA:8716769","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.3310/hta8480","Acupuncture of chronic headache disorders in primary care: randomised controlled trial and economic analysis","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/acu.2009.0709","Acupuncture of Motor  Implicated Acupoints on Subacute Stroke Patients: An fMRI Evaluation Study","LI 4, PC 6, LI 11, TE 4, LU 6, LI 12","LI 4, PC 6, LI 11, TE 4, LU 6, LI 12","LI 4, PC 6, LI 11, TE 4, LU 6, LI 12","","TARA:0859695, TARA:4311153, TARA:8923096, TARA:1594912, TARA:3496812, TARA:9554328","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.fertnstert.2005.08.070","Acupuncture on the day of embryo transfer significantly improves the reproductive outcome in infertile women: a prospective, randomized trial","DU 20, ST 29, SP 8, PC 6, LR 3, ST 36, SP 6, SP 10, LI 4, Ren 3","DU 20, ST 29, SP 8, PC 6, LR 3, ST 36, SP 6, SP 10, LI 4, Ren 3","GV 20, ST 29, SP 8, PC 6, LR 3, ST 36, SP 6, SP 10, LI 4, CV 3","","TARA:3386254, TARA:5873796, TARA:6848518, TARA:4311153, TARA:6499349, TARA:6463344, TARA:4385250, TARA:8433932, TARA:0859695, TARA:0022762","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.rbmo.2010.03.029","Acupuncture on the day of embryo transfer: a randomized controlled trial of 635 patients","DU 20, M 29, KS 6, MP 8, LR 3, CO 4, MP 10, M 36, MP 6","DU 20, M 29, KS 6, MP 8, LR 3, CO 4, MP 10, M 36, MP 6","GV 20, LR 3, LI 4","M 29, KS 6, MP 8, MP 10, M 36, MP 6","TARA:3386254, TARA:6499349, TARA:0859695","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/acm.2012.0494","Acupuncture on Yintang Point Decreases Preoperative Anxiety","EX HN 3","EX HN 3","Yintang","","TARA:3135569","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1155/2013/493038","Acupuncture or Acupressure at the Sanyinjiao (SP6) Acupoint for the Treatment of Primary Dysmenorrhea: A Meta-Analysis","SP 6, GB 39","SP 6, GB 39","SP 6, GB 39","","TARA:4385250, TARA:3770332","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1002/14651858.cd009232","Acupuncture or acupressure for pain management in labour","SP 6, LI 4, BL 23, BL 32, HT 7, GB 34, LR 3, ST 36, BL 24, BL 25, BL 26, BL 31, BL 33, BL 34, BL 36, BL 60, CV 20, Uterus, Shenmen, Endocrine, EX-HN 3, Yintang, LI 10, LI 11, LU 7, PC 6","","","","","","review paper","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/S0254-6272(09)60001-7","Acupuncture plus Acupoint  Injection for Treatment of Cervical  Spondylosis of VertebroarterialType","Jiaji, GB 20, KI 3, SP 6, ST 36, LR 3, ST 40, GV 14","Jiaji, GB 20, KI 3, SP 6, ST 36, LR 3, ST 40, GV 14","Huatuojiaji, GB 20, KI 3, SP 6, ST 36, LR 3, ST 40, GV 14","","TARA:3734471, TARA:2324295, TARA:4362146, TARA:4385250, TARA:6463344, TARA:6499349, TARA:9531666, TARA:8452754","","","","","","","","","","","","","","","","","","","","",""
"uri not found","Acupuncture Plus Ear-point Press in Preventing Vomiting Induced by Chemotherapy with Cisplatin","RN 12, PC 6, ST 36, Stomach, Shenmen, Lower Tragus","RN 12, PC 6, ST 36, Stomach, Ear Shenmen, Lower Tragus","CV 12, PC 6, ST 36","Stomach, Ear Shenmen, Lower Tragus","TARA:0434959, TARA:4311153, TARA:6463344","","added ""ear""","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1080/14767050410001668644","Acupuncture plus moxibustion to resolve breech presentation: a randomized controlled study","BL 67","BL 67","BL 67","","TARA:7218725","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/16705847.0/","Acupuncture plus Point  injection for 32 Cases of Obstinate Urticaria","Quchi LI 11, Xuehai SP 10, Zusanli ST 36, Sanyinjiao SP 6, Fengchi GB 20, Geshu BL 17","LI 11, SP 10, ST 36, SP 6, GB 20, BL 17","LI 11, SP 10, ST 36, SP 6, GB 20, BL 17","","TARA:8923096, TARA:8433932, TARA:6463344, TARA:4385250, TARA:2324295, TARA:1124682","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1006/nimg.2001.0798","Acupuncture Produces Central Activations in Pain Regions","Zusanli 36 St., Qi-ze 5 Lu.","ST 36, LU 5","ST 36, LU 5","","TARA:6463344, TARA:1357729","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/aim.2010.002394","Acupuncture reduces crying in infants with infantile colic: a randomised, controlled, blind clinical study","LI 4","LI 4","LI 4","","TARA:0859695","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1002/nau.10105","Acupuncture Reflexotherapy in the Treatment of Sensory Urgency That Persists After Transurethral Resection of the Prostate: A Preliminary Report","CV 1, CV 2, CV 4, CV 5, BL 21, BL 23, BL 32, Prostate, External Genitalia","CV 1, CV 2, CV 4, CV 5, BL 21, BL 23, BL 32, Prostate, External Genitalia","CV 1, CV 2, CV 4, CV 5, BL 21, BL 23, BL 32","Prostate, External Genitalia","TARA:8693603, TARA:6969962, TARA:9921528, TARA:1205186, TARA:4839095, TARA:0992296, TARA:6742407","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1186/1471-2202-13-75","Acupuncture regulates the glucose metabolism in cerebral functional regions in chronic stage ischemic stroke patients-a PET-CT cerebral functional imaging study","TE 5","TE 5","TE 5","","TARA:8393005","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.breast.2012.07.015","Acupuncture relieves menopausal discomfort in breast cancer patients: A prospective, double blinded, randomized study","Hc 6, Ki 3, Sp 6, Lr 3","Hc 6, Ki 3, Sp 6, Lr 3","KI 3, SP 6, LR 3","Hc 6","TARA:4362146, TARA:4385250, TARA:6499349","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1111/j.0001-6349.2004.0215.x","Acupuncture relieves pelvic and low-back pain in late pregnancy","LR 3, GV 20, BL 60, SI 3, BL 22, BL 23, BL 24, BL 25, BL 26, local TP","LR 3, GV 20, BL 60, SI 3, BL 22, BL 23, BL 24, BL 25, BL 26, local TP","LR 3, GV 20, BL 60, SI 3, BL 22, BL 23, BL 24, BL 25, BL 26","local TP","TARA:6499349, TARA:3386254, TARA:5047947, TARA:0220496, TARA:3963382, TARA:0992296, TARA:7357260, TARA:0906448, TARA:4384020","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.7812/TPP/14-057","Acupuncture Safety in Patients Receiving Anticoagulants: A Systematic Review","GB 20, CV 17, PC 6, SP 6, P 4","GB 20, CV 17, PC 6, SP 6, P 4","GB 20, CV 17, PC 6, SP 6, PC 4","","TARA:2324295, TARA:3472408, TARA:4311153, TARA:4385250, TARA:2645290","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1142/S0192415X09006990","Acupuncture Stimulation Improves Balance Function in Stroke Patients: A Single-Blinded Controlled, Randomized Study","GV 20","GV 20","GV 20","","TARA:3386254","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1177/1533317514536600","Acupuncture Stimulation of Taichong (Liv3) and Hegu (LI4) Modulates the Default Mode Network Activity in Alzheimer's Disease","Liv 3, LI 4","Liv 3, LI 4","LR 3, LI 4","","TARA:6499349, TARA:0859695","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1308/003588410X12699663904196","Acupuncture therapy for chronic lower back pain: a systematic review","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"uri not found","Acupuncture Therapy for Chronic Pain A RANDOMIZED COMPARISON BETWEEN ACUPUNCTURE AND PSEUDO-ACUPUNCTURE WITH MINIMAL PERIPHERAL STIMULUS","LG 13, G 20, B 12, B 60, G 34, M 36, B 27, B 28, B 29, B 54, G 29, G 30, G 31","LG 13, G 20, B 12, B 60, G 34, M 36, B 27, B 28, B 29, B 54, G 29, G 30, G 31","GB 20, BL 12, BL 60, GB 34, BL 27, BL 28, BL 29, BL 54, GB 29, GB 30, GB 31","LG 13, M 36","TARA:2324295, TARA:5468609, TARA:5047947, TARA:8758950, TARA:6929444, TARA:5318530, TARA:3079460, TARA:0488267, TARA:0427594, TARA:9378285, TARA:5264783","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1371/journal.pone.0125240","Acupuncture Therapy for Sudden Sensorineural Hearing Loss: A Systematic Review and Meta-Analysis of Randomized Controlled Trials","SJ 17, SJ 19, GB 2, LI 4, ST 36, SP 6, KI 3, LR 3, GB 44, SI 19, GB 20, SJ 3, SJ 5, GB 43","SJ 17, SJ 19, GB 2, LI 4, ST 36, SP 6, KI 3, LR 3, GB 44, SI 19, GB 20, SJ 3, SJ 5, GB 43","TE 17, TE 19, GB 2, LI 4, ST 36, SP 6, KI 3, LR 3, GB 44, SI 19, GB 20, TE 3, TE 5, GB 43","","TARA:6615149, TARA:8876235, TARA:2849795, TARA:0859695, TARA:6463344, TARA:4385250, TARA:4362146, TARA:6499349, TARA:6845331, TARA:1772472, TARA:2324295, TARA:5356503, TARA:8393005, TARA:8885103","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1097/MD.0000000000006064","Acupuncture therapy in the management of the clinical outcomes for temporomandibular disorders A PRISMA-compliant meta-analysis","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1155/2015/143858","Acupuncture Therapy Is More Effective Than Artificial Tears for Dry Eye Syndrome: Evidence Based on a Meta-Analysis","GB 1, UB 2, ST 5, Ex 2 Yin Tang, LI 4, SI 3, Li 3, Kd 6, TH 5, ST 8, ST 36, GB 14, BL 2, LI 20, LI 11, SP 6, SP 10, SP 9, KI 6, Ex-HN, SJ 23, DU 20, BL 1, ST 1, Taiyang, TE 23, Ex 1, GB 20, GV 23","","","","","","review - tale out all points","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/S1726-4901(07)70002-3","Acupuncture Therapy Results in Immediate Bronchodilating Effect in Asthma Patients","lung 7, large intestine 4, pericardium 6, stomach 40, large intestine 11, pericardium 3","lung 7, large intestine 4, pericardium 6, stomach 40, large intestine 11, pericardium 3","LU 7, LI 4, PC 6, ST 40, LI 11, PC 3","","TARA:3515622, TARA:0859695, TARA:4311153, TARA:9531666, TARA:8923096, TARA:7634323","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1055/s-0028-1086039","Acupuncture to Alleviate Chemotherapy-induced Nausea and Vomiting in Pediatric Oncology — A Randomized Multicenter Crossover Pilot Trial","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1097/AOG.0b013e31818b46bb","Acupuncture to Induce Labor A Randomized Controlled Trial","LI 4, SP 6, UB 31, UB 32, ST 36, LIV 3, KI 7, BL 20, BL 21","LI 4, SP 6, UB 31, UB 32, ST 36, LIV 3, KI 7, BL 20, BL 21","LI 4, SP 6, BL 31, BL 32, ST 36, LR 3, KI 7, BL 20, BL 21","","TARA:0859695, TARA:4385250, TARA:2465151, TARA:6742407, TARA:6463344, TARA:6499349, TARA:9881298, TARA:3283628, TARA:4839095","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1080/14767050902906386","Acupuncture to initiate labor (Acumoms 2): A randomized, sham-controlled clinical trial","LI 4, SP 6, BL 32, BL 54","LI 4, SP 6, BL 32, BL 54","LI 4, SP 6, BL 32, BL 54","","TARA:0859695, TARA:4385250, TARA:6742407, TARA:0488267","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1155/2015/908538","Acupuncture to Reduce HIV-Associated Inflammation","LU 1, ST 36, PC 6, LI 4","LU 1, ST 36, PC 6, LI 4","LU 1, ST 36, PC 6, LI 4","","TARA:0913913, TARA:6463344, TARA:4311153, TARA:0859695","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.autneu.2010.03.013","Acupuncture to treat common reproductive health complaints: An overview of the evidence","SP 4, KD 3, ST 36, ST 30, CV 2, CV 4, CV 6, GV 20, LI 4, Liv 3, CV 3, PC 6, GB 34, BL 23, Shenmen, A 5, A 6, A 8, A 12, A 16, A 18, Liver Ki Mek N 18, Spleen Ki Mek F 6, ST 29, SP 6, SP 9","","","","","","review paper","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1046/j.1523-536x.2002.00149.x","Acupuncture To Treat Nausea and Vomiting in Early Pregnancy: A Randomized Controlled Trial","ST 19, ST 20, ST 21, KI 21, KI 20, CV 14, CV 13, CV 12, CV 11, CV 10, P6, GB 34, ST 36, ST 44, CV 11, ST 34, ST 21, P6, PC 3, ST 40, SP 9, ST 19, BL 20, KI 21, HT 5, P6, CV 14, BL 15","ST 19, ST 20, ST 21, KI 21, KI 20, CV 14, CV 13, CV 12, CV 11, CV 10, P6, GB 34, ST 36, ST 44, CV 11, ST 34, ST 21, P6, PC 3, ST 40, SP 9, ST 19, BL 20, KI 21, HT 5, P6, CV 14, BL 15","ST 19, ST 20, ST 21, KI 21, KI 20, CV 14, CV 13, CV 12, CV 11, CV 10, PC 6, GB 34, ST 36, ST 44, CV 11, ST 34, ST 21, PC 6, PC 3, ST 40, SP 9, ST 19, BL 20, KI 21, HT 5, PC 6, CV 14, BL 15","","TARA:7653020, TARA:2542400, TARA:1654197, TARA:3952187, TARA:5721784, TARA:4823591, TARA:4525270, TARA:0434959, TARA:4904054, TARA:1822260, TARA:4311153, TARA:8758950, TARA:6463344, TARA:8440155, TARA:4904054, TARA:8773594, TARA:1654197, TARA:4311153, TARA:7634323, TARA:9531666, TARA:3553465, TARA:7653020, TARA:3283628, TARA:3952187, TARA:1282828, TARA:4311153, TARA:4823591, TARA:5797983","","","","","","","","","","","","","","","","","","","","",""
