"Acupoint","WHO Location","Identified Locations","Identified Locations URI","Relation","Reference",""
"GB 29","In the buttock region, midpoint of the line connecting the anterior superior iliac spine and the prominence of the greater trochanter.","Buttock","http://purl.obolibrary.org/obo/UBERON_0013691","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 186",""
"GB 29","","Anterior Superior Iliac Spine","http://purl.obolibrary.org/obo/UBERON_0013708","TARA:locatedInRelationTo","",""
"GB 29","","Greater Trochanter","http://purl.obolibrary.org/obo/UBERON_0002503","TARA:locatedInRelationTo","",""
"GB 30","In the buttock region, at the junction of the lateral one third and medial two thirds of the line connecting the prominence of the greater trochanter with the sacral hiatus. Note: GB30 is easier to locate when the subject is lying on the side with the thigh flexed. Remarks: Alternative location for GB30 - in the buttock region, at the junction of the lateral one third and medial two thirds of the distance between the prominence of the greater trochanter and the anterior superior iliac spine.","Buttock","http://purl.obolibrary.org/obo/UBERON_0013691","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 186",""
"GB 30","","Greater Trochanter","http://purl.obolibrary.org/obo/UBERON_0002503","TARA:locatedInRelationTo","",""
"GB 30","","Sacral Hiatus","http://purl.org/sig/ont/fma/fma31732","TARA:locatedInRelationTo","",""
"GB 30","","Anterior Superior Iliac Spine","http://purl.obolibrary.org/obo/UBERON_0013708","TARA:locatedInRelationTo","",""
"GB 31","On the lateral aspect of the thigh, in the depression posterior to the iliotibial band where the tip of the middle finger rests, when standing up with the arms hanging alongside the thigh. Note: GB31 is located by first finding the iliotibial band when the knee is slightly flexed and the hip is abducted against resistance.","Thigh","http://purl.obolibrary.org/obo/UBERON_0000376","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 187",""
"GB 31","","Iliotibial Band","http://uri.interlex.org/base/ilx_0795324","TARA:locatedInRelationTo","",""
"GB 32","On the lateral aspect of the thigh, posterior to the iliotibial band, 7 B-cun superior to the popliteal crease.","Thigh","http://purl.obolibrary.org/obo/UBERON_0000376","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 187",""
"GB 32","","Iliotibial Band","http://uri.interlex.org/base/ilx_0795324","TARA:locatedInRelationTo","",""
"GB 32","","Popliteal Crease","http://uri.interlex.org/base/ilx_0795330","TARA:locatedInRelationTo","",""
"GB 33","On the lateral aspect of the knee, in the depression between the biceps femoris tendon and the iliotibial band, posterior and proximal to the lateral epicondyle of the femur.","Knee","http://purl.obolibrary.org/obo/UBERON_0001465","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 188",""
"GB 33","","Biceps Femoris Tendon","http://uri.interlex.org/base/ilx_0795317","TARA:locatedInRelationTo","",""
"GB 33","","Iliotibial Band","http://uri.interlex.org/base/ilx_0795324","TARA:locatedInRelationTo","",""
"GB 33","","Femur","http://purl.obolibrary.org/obo/UBERON_0000981","TARA:locatedInRelationTo","",""
"GB 34","On the fibular aspect of the leg, in the depression anterior and distal to the head of the fibula.","Leg","http://purl.obolibrary.org/obo/UBERON_0003823","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 188",""
"GB 34","","Fibula","http://purl.obolibrary.org/obo/UBERON_0001446","TARA:locatedInRelationTo","",""
"GB 35","On the fibular aspect of the leg, posterior to the fibula, 7 B-cun proximal to the prominence of the lateral malleolus. Note: GB35 is located 1 B-cun distal to the midpoint of the line connecting the prominence of the lateral malleolus and the lateral end of the popliteal crease, posterior to gB36.","Leg","http://purl.obolibrary.org/obo/UBERON_0003823","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 189",""
"GB 35","","Fibula","http://purl.obolibrary.org/obo/UBERON_0001446","TARA:locatedInRelationTo","",""
"GB 35","","Lateral Malleolus","http://purl.obolibrary.org/obo/UBERON_0012291","TARA:locatedInRelationTo","",""
"GB 35","","Popliteal Crease","http://uri.interlex.org/base/ilx_0795330","TARA:locatedInRelationTo","",""
"GB 36","On the fibular aspect of the leg, anterior to the fibula, 7 B-cun proximal to the prominence of the lateral malleolus. Note: GB36 is located 1 B-cun distal to the midpoint of the line connecting the prominence of the lateral malleolus and the lateral end of the popliteal crease, anterior to GB35.","Leg","http://purl.obolibrary.org/obo/UBERON_0003823","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 189",""
"GB 36","","Fibula","http://purl.obolibrary.org/obo/UBERON_0001446","TARA:locatedInRelationTo","",""
"GB 36","","Lateral Malleolus","http://purl.obolibrary.org/obo/UBERON_0012291","TARA:locatedInRelationTo","",""
"GB 36","","Popliteal Crease","http://uri.interlex.org/base/ilx_0795330","TARA:locatedInRelationTo","",""
"GB 37","On the fibular aspect of the leg, anterior to the fibula, 5 B-cun proximal to the prominence of the lateral malleolus.","Leg","http://purl.obolibrary.org/obo/UBERON_0003823","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 190",""
"GB 37","","Fibula","http://purl.obolibrary.org/obo/UBERON_0001446","TARA:locatedInRelationTo","",""
"GB 37","","Lateral Malleolus","http://purl.obolibrary.org/obo/UBERON_0012291","TARA:locatedInRelationTo","",""
"GB 38","On the fibular aspect of the leg, anterior to the fibula, 4 B-cun proximal to the prominence of the lateral malleolus.","Leg","http://purl.obolibrary.org/obo/UBERON_0003823","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 190",""
"GB 38","","Fibula","http://purl.obolibrary.org/obo/UBERON_0001446","TARA:locatedInRelationTo","",""
"GB 38","","Lateral Malleolus","http://purl.obolibrary.org/obo/UBERON_0012291","TARA:locatedInRelationTo","",""
"GB 39","On the fibular aspect of the leg, anterior to the fibula, 3 B-cun proximal to the prominence of the lateral malleolus.","Leg","http://purl.obolibrary.org/obo/UBERON_0003823","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 191",""
"GB 39","","Fibula","http://purl.obolibrary.org/obo/UBERON_0001446","TARA:locatedInRelationTo","",""
"GB 39","","Lateral Malleolus","http://purl.obolibrary.org/obo/UBERON_0012291","TARA:locatedInRelationTo","",""
"GB 40","On the anterolateral aspect of the ankle, in the depression lateral to the extensor digitorum longus tendon, anterior and distal to the lateral malleolus. Note: GB40 is easier to locate by finding the extensor digitorum longus tendon when the second to fifth toes are extended against resistance.","Ankle","http://purl.obolibrary.org/obo/UBERON_0004454","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 191",""
"GB 40","","Extensor Digitorum Longus Tendon","http://purl.org/sig/ont/fma/fma47080","TARA:locatedInRelationTo","",""
"GB 40","","Lateral Malleolus","http://purl.obolibrary.org/obo/UBERON_0012291","TARA:locatedInRelationTo","",""
"GB 41","On the dorsum of the foot, distal to the junction of the bases of the fourth and fifth metatarsal bones, in the depression lateral to the fifth extensor digitorum longus tendon.","Foot","http://purl.obolibrary.org/obo/UBERON_0002387","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 192",""
"GB 41","","Fourth Metatarsal Bone","http://purl.obolibrary.org/obo/UBERON_0003653","TARA:locatedInRelationTo","",""
"GB 41","","Fifth Metatarsal Bone","http://purl.obolibrary.org/obo/UBERON_0003654","TARA:locatedInRelationTo","",""
"GB 41","","Extensor Digitorum Longus Tendon","http://purl.org/sig/ont/fma/fma47080","TARA:locatedInRelationTo","",""
"GB 42","On the dorsum of the foot, between the fourth and fifth metatarsal bones, in the depression proximal to the fourth metatarsophalangeal joint.","Foot","http://purl.obolibrary.org/obo/UBERON_0002387","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 192",""
"GB 42","","Fourth Metatarsal Bone","http://purl.obolibrary.org/obo/UBERON_0003653","TARA:locatedInRelationTo","",""
"GB 42","","Fifth Metatarsal Bone","http://purl.obolibrary.org/obo/UBERON_0003654","TARA:locatedInRelationTo","",""
"GB 42","","Metatarsophalangeal Joint Of Pedal Digit 4","http://purl.obolibrary.org/obo/UBERON_0007759","TARA:locatedInRelationTo","",""
"GB 43","On the dorsum of the foot, between the fourth and fifth toes, proximal to the web margin, at the border between the red and white flesh.","Foot","http://purl.obolibrary.org/obo/UBERON_0002387","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 193",""
"GB 43","","Fourth Toe","http://purl.obolibrary.org/obo/UBERON_0003634","TARA:locatedInRelationTo","",""
"GB 43","","Fifth Toe","http://purl.obolibrary.org/obo/UBERON_0003635","TARA:locatedInRelationTo","",""
"GB 44","On the fourth toe, lateral to the distal phalanx, 0.1 f-cun proximal to the lateral corner of the toenail, at the intersection of the vertical line of the lateral side of the nail and the horizontal line of the base of the fourth toenail.","Fourth Toe","http://purl.obolibrary.org/obo/UBERON_0003634","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 193",""
"GB 44","","Distal Phalanx","http://purl.obolibrary.org/obo/UBERON_0004300","TARA:locatedInRelationTo","",""
"GB 44","","Toenail","http://purl.obolibrary.org/obo/UBERON_0009567","TARA:locatedInRelationTo","",""
"GB 44","","Nail Of Pedal Digit 4","http://purl.obolibrary.org/obo/UBERON_0011281","TARA:locatedInRelationTo","",""
"LR 1","On the great toe, lateral to the distal phalanx, 0.1 f-cun proximal to the lateral corner of the toenail, at the intersection of the vertical line of the lateral side of the nail and the horizontal line of the base of the toenail.","Great Toe","http://purl.obolibrary.org/obo/UBERON_0003631","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 196",""
"LR 1","","Distal Phalanx","http://purl.obolibrary.org/obo/UBERON_0004300","TARA:locatedInRelationTo","",""
"LR 1","","Toenail","http://purl.obolibrary.org/obo/UBERON_0009567","TARA:locatedInRelationTo","",""
"LR 2","On the dorsum of the foot, between the first and second toes, proximal to the web margin, at the border between the red and white flesh.","Foot","http://purl.obolibrary.org/obo/UBERON_0002387","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 196",""
"LR 2","","First Toe","http://purl.obolibrary.org/obo/UBERON_0003631","TARA:locatedInRelationTo","",""
"LR 2","","Second Toe","http://purl.obolibrary.org/obo/UBERON_0003632","TARA:locatedInRelationTo","",""
"LR 3","On the dorsum of the foot, between the first and second metatarsal bones, in the depression distal to the junction of the bases of the two bones, over the dorsalis pedis artery. Note: LR3 can be felt in the depression when moving proximally from Lr2 in the gap between the first and second metatarsal bones towards the base of two metatarsal bones.","Foot","http://purl.obolibrary.org/obo/UBERON_0002387","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 197",""
"LR 3","","First Metatarsal Bone","http://purl.obolibrary.org/obo/UBERON_0003650","TARA:locatedInRelationTo","",""
"LR 3","","Second Metatarsal Bone","http://purl.obolibrary.org/obo/UBERON_0003651","TARA:locatedInRelationTo","",""
"LR 3","","Dorsalis Pedis Artery","http://purl.obolibrary.org/obo/UBERON_0001539","TARA:locatedInRelationTo","",""
"LR 4","On the anteromedial aspect of the ankle, in the depression medial to the tibialis anterior tendon, anterior to the medial malleolus. Note: LR4 is located midway between SP5 and St41.","Ankle","http://purl.obolibrary.org/obo/UBERON_0004454","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 197",""
"LR 4","","Tibialis Anterior Tendon","http://uri.interlex.org/base/ilx_0795325","TARA:locatedInRelationTo","",""
"LR 4","","Medial Malleolus","http://uri.interlex.org/base/ilx_0795305","TARA:locatedInRelationTo","",""
"LR 5","On the anteromedial aspect of the leg, at the centre of the medial border (surface) of the tibia, 5 B-cun proximal to the prominence of the medial malleolus. Note: LR5 is located at the same level as the upper two thirds and lower one third of the line connecting the apex of the patella with the prominence of the medial malleolus, at the centre of the medial border (surface) of the tibia, at the same level as KI9.","Leg","http://purl.obolibrary.org/obo/UBERON_0003823","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 198",""
"LR 5","","Tibia","http://purl.obolibrary.org/obo/UBERON_0000979","TARA:locatedInRelationTo","",""
"LR 5","","Medial Malleolus","http://uri.interlex.org/base/ilx_0795305","TARA:locatedInRelationTo","",""
"LR 5","","Patella","http://purl.obolibrary.org/obo/UBERON_0002446","TARA:locatedInRelationTo","",""
"LR 6","On the anteromedial aspect of the leg, at the centre of the medial border (surface) of the tibia, 7 B-cun proximal to the prominence of the medial malleolus. Note: LR6 is located at 0.5 B-cun inferior to the midpoint of the line connecting the apex of the patella with the prominence of the medial malleolus, at the centre of the medial border (surface) of the tibia.","Leg","http://purl.obolibrary.org/obo/UBERON_0003823","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 198",""
"LR 6","","Tibia","http://purl.obolibrary.org/obo/UBERON_0000979","TARA:locatedInRelationTo","",""
"LR 6","","Medial Malleolus","http://uri.interlex.org/base/ilx_0795305","TARA:locatedInRelationTo","",""
"LR 6","","Patella","http://purl.obolibrary.org/obo/UBERON_0002446","TARA:locatedInRelationTo","",""
"LR 7","On the tibial aspect of the leg, inferior to the medial condyle of the tibia, 1 B-cun posterior to SP9.","Leg","http://purl.obolibrary.org/obo/UBERON_0003823","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 199",""
"LR 7","","Medial Condyle Of The Tibia","http://purl.obolibrary.org/obo/UBERON_0009990","TARA:locatedInRelationTo","",""
"LR 8","On the medial aspect of the knee, in the depression medial to the tendons of the semitendinosus and the semimembranosus muscles, at the medial end of the popliteal crease. Note: With the knee flexed, LR8 is located in the depression medial to the most prominent tendon on the medial end of the popliteal crease.","Knee","http://purl.obolibrary.org/obo/UBERON_0001465","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 199",""
"LR 8","","Semitendinosus Tendon","http://purl.obolibrary.org/obo/UBERON_8480009","TARA:locatedInRelationTo","",""
"LR 8","","Semimembranosus Muscle","http://purl.obolibrary.org/obo/UBERON_0001381","TARA:locatedInRelationTo","",""
"LR 8","","Popliteal Crease","http://uri.interlex.org/base/ilx_0795330","TARA:locatedInRelationTo","",""
"LR 9","On the medial aspect of the thigh, between the gracilis and the sartorius muscles, 4 B- cun proximal to the base of the patella. Note: With the hip slightly flexed and abducted and with the muscle under tension, the sartorius muscle becomes more distinct. Lr 9 is located posterior to the sartorius muscle.","Thigh","http://purl.obolibrary.org/obo/UBERON_0000376","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 200",""
"LR 9","","Gracilis Muscle","http://purl.obolibrary.org/obo/UBERON_0000950","TARA:locatedInRelationTo","",""
"LR 9","","Sartorius Muscle","http://purl.obolibrary.org/obo/UBERON_0001373","TARA:locatedInRelationTo","",""
"LR 9","","Patella","http://purl.obolibrary.org/obo/UBERON_0002446","TARA:locatedInRelationTo","",""
"LR 10","On the medial aspect of the thigh, 3 B-cun distal to St30, over the artery.","Thigh","http://purl.obolibrary.org/obo/UBERON_0000376","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 200",""
"LR 11","On the medial aspect of the thigh, 2 B-cun distal to St30. Note: LR11 is located lateral to the adductor longus muscle. When the thigh is adducted against resistance with the hip slightly flexed and abducted, the knee flexed, the adductor longus muscle becomes more distinct.","Thigh","http://purl.obolibrary.org/obo/UBERON_0000376","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 201",""
"LR 11","","Adductor Longus Muscle","http://purl.obolibrary.org/obo/UBERON_0000303","TARA:locatedInRelationTo","",""
"LR 12","In the groin region, at the same level as the superior border of the pubic symphysis, and 2.5 B-cun lateral to the anterior median line.","Groin Region","http://purl.obolibrary.org/obo/UBERON_0008337","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 201",""
"LR 12","","Pubic Symphysis","http://purl.obolibrary.org/obo/UBERON_0003699","TARA:locatedInRelationTo","",""
"LR 12","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"LR 13","On the lateral abdomen, inferior to the free extremity of the 11th rib. Note: LR13 can be located while the subject is lying on the side with the shoulder flexed. The free extremity of the 11th rib can be palpated below the inferior border of the costal arch.","Abdomen","http://purl.obolibrary.org/obo/UBERON_0000916","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 202",""
"LR 13","","Eleventh Rib","http://purl.obolibrary.org/obo/UBERON_0004610","TARA:locatedInRelationTo","",""
"LR 13","","Costal Arch","http://purl.obolibrary.org/obo/UBERON_0002225","TARA:locatedInRelationTo","",""
"LR 14","In the anterior thoracic region, in the sixth intercostal space, 4 B-cun lateral to the anterior median line. Note: LR14 is inferior to the centre of the nipple, 2 B-cun lateral to St19. In females, Lr14 is located at the intersection of the midclavicular line and the sixth intercostal space.","Anterior Thoracic Region","http://purl.obolibrary.org/obo/UBERON_0016416","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 202",""
"LR 14","","Sixth Intercostal Space","http://uri.interlex.org/base/ilx_0795307","TARA:locatedInRelationTo","",""
"LR 14","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"LR 14","","Nipple","http://purl.obolibrary.org/obo/UBERON_0002030","TARA:locatedInRelationTo","",""
"LR 14 M","In the anterior thoracic region, in the sixth intercostal space, 4 B-cun lateral to the anterior median line. Note: LR14 is inferior to the centre of the nipple, 2 B-cun lateral to St19. In females, Lr14 is located at the intersection of the midclavicular line and the sixth intercostal space.","Anterior Thoracic Region","http://purl.obolibrary.org/obo/UBERON_0016416","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 202",""
"LR 14 M","","Sixth Intercostal Space","http://uri.interlex.org/base/ilx_0795307","TARA:locatedInRelationTo","",""
"LR 14 M","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"LR 14 M","","Nipple","http://purl.obolibrary.org/obo/UBERON_0002030","TARA:locatedInRelationTo","",""
"LR 14 F","In the anterior thoracic region, in the sixth intercostal space, 4 B-cun lateral to the anterior median line. Note: LR14 is inferior to the centre of the nipple, 2 B-cun lateral to St19. In females, Lr14 is located at the intersection of the midclavicular line and the sixth intercostal space.","Anterior Thoracic Region","http://purl.obolibrary.org/obo/UBERON_0016416","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 202",""
"LR 14 F","","Sixth Intercostal Space","http://uri.interlex.org/base/ilx_0795307","TARA:locatedInRelationTo","",""
"LR 14 F","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"LR 14 F","","Nipple","http://purl.obolibrary.org/obo/UBERON_0002030","TARA:locatedInRelationTo","",""
"LR 14 F","","Midclavicular Line","http://uri.interlex.org/base/ilx_0795322","TARA:locatedInRelationTo","",""
"Du 1","In the perineal region, inferior to the coccyx, midway between the tip of the coccyx and the anus. Note: The subject may be in prone position or knee-chest position.","Perineal Region","http://purl.obolibrary.org/obo/UBERON_0002356","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 204",""
"Du 1","","Coccyx","http://purl.obolibrary.org/obo/UBERON_0001350","TARA:locatedInRelationTo","",""
"Du 1","","Anus","http://purl.obolibrary.org/obo/UBERON_0001245","TARA:locatedInRelationTo","",""
"Du 2","In the sacral region, at the sacral hiatus, on the posterior median line. Note: The sacral hiatus is a small depression immediately above the anal cleft.","Sacral Region","http://purl.obolibrary.org/obo/UBERON_0005473","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 204",""
"Du 2","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"Du 2","","Anal Cleft","http://purl.obolibrary.org/obo/UBERON_0036013","TARA:locatedInRelationTo","",""
"Du 3","In the lumbar region, in the depression inferior to the spinous process of the fourth lumbar vertebra (L4), on the posterior median line. Note: GV3 can be located by first palpating the highest points of the iliac crests and the spinous process of the fourth lumbar vertebra (L4) can then be found at the midpoint of the highest points of both iliac crests.","Lumbar Region","http://purl.obolibrary.org/obo/UBERON_0005462","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 205",""
"Du 3","","Fourth Lumbar Vertebra","http://purl.obolibrary.org/obo/UBERON_0004620","TARA:locatedInRelationTo","",""
"Du 3","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"Du 3","","Iliac Crest","http://purl.obolibrary.org/obo/UBERON_0014437","TARA:locatedInRelationTo","",""
"Du 4","In the lumbar region, in the depression inferior to the spinous process of the second lumbar vertebra (L2), on the posterior median line.","Lumbar Region","http://purl.obolibrary.org/obo/UBERON_0005462","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 205",""
"Du 4","","Second Lumbar Vertebra","http://purl.obolibrary.org/obo/UBERON_0004618","TARA:locatedInRelationTo","",""
"Du 4","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"Du 5","In the lumbar region, in the depression inferior to the spinous process of the first lumbar vertebra (L1), on the posterior median line.","Lumbar Region","http://purl.obolibrary.org/obo/UBERON_0005462","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 206",""
"Du 5","","First Lumbar Vertebra","http://purl.obolibrary.org/obo/UBERON_0004617","TARA:locatedInRelationTo","",""
"Du 5","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"Du 6","In the upper back region, in the depression inferior to the spinous process of the 11th thoracic vertebra (T11), on the posterior median line.","Upper Back","http://purl.obolibrary.org/obo/UBERON_0008231","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 206",""
"Du 6","","Eleventh Thoracic Vertebra","http://purl.obolibrary.org/obo/UBERON_0004635","TARA:locatedInRelationTo","",""
"Du 6","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"Du 7","In the upper back region, in the depression inferior to the spinous process of the tenth thoracic vertebra (T10), on the posterior median line.","Upper Back","http://purl.obolibrary.org/obo/UBERON_0008231","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 207",""
"Du 7","","Tenth Thoracic Vertebra","http://purl.obolibrary.org/obo/UBERON_0004634","TARA:locatedInRelationTo","",""
"Du 7","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"Du 8","In the upper back region, in the depression inferior to the spinous process of the ninth thoracic vertebra (T9), on the posterior median line.","Upper Back","http://purl.obolibrary.org/obo/UBERON_0008231","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 207",""
"Du 8","","Ninth Thoracic Vertebra","http://purl.obolibrary.org/obo/UBERON_0004633","TARA:locatedInRelationTo","",""
"Du 8","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"Du 9","In the upper back region, in the depression inferior to the spinous process of the seventh thoracic vertebra (T7), on the posterior median line. Note: The depression inferior to the spinous process of the seventh thoracic vertebra (T7) which is at the intersection of two imaginary lines: the posterior midline and the horizontal line of the inferior border of the inferior angle of the scapula.","Upper Back","http://purl.obolibrary.org/obo/UBERON_0008231","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 208",""
"Du 9","","Seventh Thoracic Vertebra","http://purl.obolibrary.org/obo/UBERON_0004632","TARA:locatedInRelationTo","",""
"Du 9","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"Du 9","","Scapula","http://purl.obolibrary.org/obo/UBERON_0006849","TARA:locatedInRelationTo","",""
"Du 10","In the upper back region, in the depression inferior to the spinous process of the sixth thoracic vertebra (T6), on the posterior median line.","Upper Back","http://purl.obolibrary.org/obo/UBERON_0008231","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 208",""
"Du 10","","Sixth Thoracic Vertebra","http://purl.obolibrary.org/obo/UBERON_0004631","TARA:locatedInRelationTo","",""
"Du 10","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"Du 11","In the upper back region, in the depression inferior to the spinous process of the fifth thoracic vertebra (T5), on the posterior median line.","Upper Back","http://purl.obolibrary.org/obo/UBERON_0008231","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 209",""
"Du 11","","Fifth Thoracic Vertebra","http://purl.obolibrary.org/obo/UBERON_0004630","TARA:locatedInRelationTo","",""
"Du 11","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"Du 12","In the upper back region, in the depression inferior to the spinous process of the third thoracic vertebra (T3), on the posterior median line. Note: The depression inferior to the spinous process of the third thoracic vertebra (T3) which is at the intersection of two imaginary lines: the posterior median line and the horizontal line of the medial end of the spine of the scapula.","Upper Back","http://purl.obolibrary.org/obo/UBERON_0008231","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 209",""
